pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2025-06-29,96.7,-1.95,5.54,"Vest, Will",680777,676684,field_out,hit_into_play,,,,,4.0,"Ryan Jeffers grounds out, shortstop Javier Báez to first baseman Spencer Torkelson.",R,R,R,DET,MIN,X,6.0,ground_ball,0,0,2025,-1.0,0.84,-0.63,2.5,,,,2,9,Top,115.01,159.69,,,,,5.804309117514705,-140.7779761109803,-4.563949023375378,-14.521243625815636,27.46826086797244,-20.150975401459963,3.37,1.6,4.0,104.0,-30.0,97.5,2066.0,6.4,777314,693307,679529,650402,656716,595879,682985,678009,672761,54.09,0.103,0.079,0.0,1.0,0.0,0.0,2.0,65,1,Sinker,3,0,0,3,0,3,0,3,Strategic,Standard,211.0,0.004,-0.256,69.6,6.5,0.111,0.256,104.0,3,-3,0.996,0.004,30,28,30,28,1,3,3.0,1.0,,,1.57,1.0,1.0,50.5,-0.6282999454301418,13.45832610975358,33.1349514147505,31.43964791597957,16.120722106363516
FF,2025-06-29,97.7,-2.01,5.5,"Vest, Will",621439,676684,strikeout,swinging_strike,,,,,2.0,Byron Buxton strikes out swinging.,R,R,R,DET,MIN,S,2.0,,1,2,2025,-0.47,1.2,-0.04,3.12,,,,1,9,Top,,,,,,,6.3829024918431525,-142.25556891247177,-3.7347026107649928,-7.663928700776388,28.56484014284831,-15.104648644753585,3.46,1.57,,,,98.3,2267.0,6.3,777314,693307,679529,650402,656716,595879,682985,678009,672761,54.18,,0.0,0.0,1.0,0.0,0.0,,64,4,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,218.0,0.009,-0.182,66.1,5.9,,0.182,,3,-3,0.987,0.013,30,31,30,32,1,3,3.0,1.0,,,1.16,0.47,0.47,45.2,-4.34483645797298,35.25519029276053,33.60708304864652,35.95664992576918,7.283291793604626
SL,2025-06-29,88.9,-1.99,5.48,"Vest, Will",621439,676684,,swinging_strike,,,,,14.0,Byron Buxton strikes out swinging.,R,R,R,DET,MIN,S,,,1,1,2025,0.79,-0.41,1.37,1.58,,,,1,9,Top,,,,,,,6.582119468868549,-129.36843798887273,-2.690721302606789,7.569865031239368,25.359425303998467,-36.42367785765448,3.46,1.57,,,,89.4,2820.0,6.4,777314,693307,679529,650402,656716,595879,682985,678009,672761,54.07,,,,,,,,64,3,Slider,3,0,0,3,0,3,0,3,Infield shade,Standard,28.0,0.0,-0.061,78.3,8.5,,0.061,,3,-3,0.987,0.013,30,31,30,32,1,3,3.0,1.0,,,3.28,-0.79,-0.79,49.5,19.686723552297583,-17.90971737867081,33.08019911585636,51.52516280327319,37.23078039701559
SI,2025-06-29,96.5,-1.87,5.55,"Vest, Will",621439,676684,,ball,,,,,13.0,Byron Buxton strikes out swinging.,R,R,R,DET,MIN,B,,,0,1,2025,-1.04,1.09,-0.92,2.02,,,,1,9,Top,,,,,,,4.889525522279369,-140.55723609375656,-6.394955439959565,-14.939509160534657,27.944391026796804,-16.43461698266333,3.33,1.44,,,,97.0,2255.0,6.3,777314,693307,679529,650402,656716,595879,682985,678009,672761,54.23,,,,,,,,64,2,Sinker,3,0,0,3,0,3,0,3,Infield shade,Standard,204.0,0.0,0.024,,,,-0.024,,3,-3,0.987,0.013,30,31,30,32,1,3,3.0,1.0,,,1.32,1.04,1.04,51.7,,,,,
SL,2025-06-29,89.9,-2.04,5.49,"Vest, Will",621439,676684,,called_strike,,,,,14.0,Byron Buxton strikes out swinging.,R,R,R,DET,MIN,S,,,0,0,2025,0.18,-0.01,0.88,1.53,,,,1,9,Top,,,,,,,6.8732544235286985,-130.87894448878495,-3.876773899076055,0.6446903164832444,26.415124823442635,-31.69160080101169,3.33,1.47,,,,90.2,2820.0,6.3,777314,693307,679529,650402,656716,595879,682985,678009,672761,54.15,,,,,,,,64,1,Slider,3,0,0,3,0,3,0,3,Infield shade,Standard,22.0,0.0,-0.037,,,,0.037,,3,-3,0.987,0.013,30,31,30,32,1,3,3.0,1.0,,,2.82,-0.18,-0.18,49.0,,,,,
FF,2025-06-29,97.5,-1.9,5.55,"Vest, Will",670242,676684,field_out,hit_into_play,,,,,5.0,Matt Wallner flies out to left fielder Riley Greene.,R,L,R,DET,MIN,X,7.0,fly_ball,1,1,2025,-0.55,1.31,-0.08,2.83,,,,0,9,Top,50.74,88.21,,,,,6.145205445635458,-141.92101412092313,-4.866088999182961,-8.777775160239738,30.23592453964577,-13.482533945596876,3.79,1.81,330.0,98.5,42.0,97.8,2210.0,6.3,777314,693307,679529,650402,656716,595879,682985,678009,672761,54.18,0.049,0.083,0.0,1.0,0.0,0.0,3.0,63,3,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shade,Standard,212.0,0.018,-0.243,75.5,6.8,0.16,0.243,98.5,3,-3,0.969,0.031,30,27,30,28,1,0,3.0,1.0,,,1.07,0.55,-0.55,53.0,8.540860450948047,6.272641855092901,23.25985128798317,41.57852075792168,31.45798217661517
SL,2025-06-29,88.5,-2.0,5.52,"Vest, Will",670242,676684,,foul,,,,,6.0,Matt Wallner flies out to left fielder Riley Greene.,R,L,R,DET,MIN,S,,,1,0,2025,0.88,-0.09,0.43,2.58,,,,0,9,Top,,,,,,,4.110475058052255,-128.90758294024243,-0.9523016203479676,9.047053753840704,25.14846018803705,-33.19338918174198,3.79,1.81,439.0,112.0,28.0,89.0,2844.0,6.4,777314,693307,679529,650402,656716,595879,682985,678009,672761,54.11,,,,,,,,63,2,Slider,3,0,0,3,0,3,0,3,Infield shade,Standard,37.0,0.0,-0.049,78.7,7.7,,0.049,112.0,3,-3,0.969,0.031,30,27,30,28,1,0,3.0,1.0,,,2.98,-0.88,0.88,52.3,17.190887069523782,-15.33577800602985,25.25404353242233,36.69345976003562,47.16884718130494
SL,2025-06-29,88.6,-2.11,5.53,"Vest, Will",670242,676684,,ball,,,,,14.0,Matt Wallner flies out to left fielder Riley Greene.,R,L,R,DET,MIN,B,,,0,0,2025,0.17,0.11,0.84,1.78,,,,0,9,Top,,,,,,,6.831526573018157,-128.93226061566511,-3.345098285420657,0.5730184663612766,25.739925619478125,-30.50864650326617,3.64,1.78,,,,88.7,2689.0,6.3,777314,693307,679529,650402,656716,595879,682985,678009,672761,54.23,,,,,,,,63,1,Slider,3,0,0,3,0,3,0,3,Infield shade,Standard,31.0,0.0,0.038,,,,-0.038,,3,-3,0.969,0.031,30,27,30,28,1,0,3.0,1.0,,,2.79,-0.17,0.17,48.8,,,,,
SI,2025-06-29,93.8,-2.39,4.87,"Topa, Justin",595879,623437,strikeout,called_strike,,,,,12.0,Javier Báez called out on strikes.,R,R,R,DET,MIN,S,2.0,,1,2,2025,-1.28,-0.02,0.87,2.85,,,678009.0,2,8,Bot,,,,,,,11.111480387897538,-136.216840159721,0.5180910364202491,-18.21543234815634,27.223390238679205,-32.75450501333186,3.36,1.64,,,,93.2,2195.0,5.8,777314,543877,664034,650489,686797,621043,664056,621439,663616,54.68,,0.0,0.0,1.0,0.0,0.0,,62,4,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,251.0,-0.003,-0.196,,,,0.196,,3,3,0.972,0.972,34,32,34,33,1,3,3.0,2.0,,,2.6,1.28,1.28,11.5,,,,,
ST,2025-06-29,82.3,-2.55,4.72,"Topa, Justin",595879,623437,,ball,,,,,14.0,Javier Báez called out on strikes.,R,R,R,DET,MIN,B,,,0,2,2025,1.15,0.38,1.9,0.76,,,678009.0,2,8,Bot,,,,,,,7.784333998139251,-119.66369168950872,-3.2139108015334337,9.65441415942527,21.740500834149955,-28.09208781928641,3.31,1.52,,,,81.6,2605.0,5.8,777314,543877,664034,650489,686797,621043,664056,621439,663616,54.74,,,,,,,,62,3,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,62.0,0.0,0.027,,,,-0.027,,3,3,0.972,0.972,34,32,34,33,1,3,3.0,2.0,,,2.97,-1.15,-1.15,10.9,,,,,
