pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2025-06-29,81.8,-2.33,5.7,"Finnegan, Kyle",695681,640448,field_out,hit_into_play,,,,,3.0,"Christian Moore grounds out, shortstop CJ Abrams to first baseman Nathaniel Lowe.",R,R,R,LAA,WSH,X,6.0,ground_ball,0,2,2025,0.13,-0.07,0.39,3.19,,666176.0,,2,11,Bot,112.51,147.79,,,,,5.9185122498377405,-119.09477216323128,1.0048093570413554,0.183890874484238,20.99369980626357,-33.259588902047604,3.42,1.67,33.0,84.9,-3.0,82.5,2067.0,6.5,777305,686452,663993,642708,691781,682928,695578,696285,695734,53.95,0.146,0.143,0.0,1.0,0.0,0.0,2.0,94,3,Slider,4,7,4,7,7,4,4,7,Standard,Standard,57.0,-0.016,-0.193,68.2,6.9,0.158,0.193,88.0,-3,-3,0.016,0.016,33,22,34,23,2,4,4.0,1.0,,,3.45,-0.13,-0.13,53.5,12.911063849534,4.355709351326242,21.28795135165641,39.5182225397864,33.26655981395368
FF,2025-06-29,96.2,-1.86,5.74,"Finnegan, Kyle",695681,640448,,foul,,,,,6.0,"Christian Moore grounds out, shortstop CJ Abrams to first baseman Nathaniel Lowe.",R,R,R,LAA,WSH,S,,,0,1,2025,-0.8,1.31,0.36,2.83,,666176.0,,2,11,Bot,,,,,,,7.77653134201793,-139.76947012848132,-5.138103796730956,-12.311749222305178,32.0761260737346,-13.971952504700935,3.42,1.67,216.0,77.5,22.0,96.8,2044.0,6.7,777305,686452,663993,642708,691781,682928,695578,696285,695734,53.75,,,,,,,,94,2,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,210.0,0.0,-0.067,68.3,6.9,,0.067,88.0,-3,-3,0.016,0.016,33,22,34,23,2,4,4.0,1.0,,,1.16,0.8,0.8,52.6,0.7851989085233944,15.09021689531006,29.85043488042794,39.10343192891483,22.81696337878633
FF,2025-06-29,96.6,-2.01,5.81,"Finnegan, Kyle",695681,640448,,called_strike,,,,,8.0,"Christian Moore grounds out, shortstop CJ Abrams to first baseman Nathaniel Lowe.",R,R,R,LAA,WSH,S,,,0,0,2025,-0.91,1.22,0.05,2.04,,666176.0,,2,11,Bot,,,,,,,7.561786038208029,-140.2810464465186,-7.208381199224648,-13.721788901487832,33.88065136332265,-14.595369263761167,3.46,1.66,,,,96.7,2129.0,6.6,777305,686452,663993,642708,691781,682928,695578,696285,695734,53.88,,,,,,,,94,1,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,215.0,0.0,-0.04,,,,0.04,,-3,-3,0.016,0.016,33,22,34,23,2,4,4.0,1.0,,,1.25,0.91,0.91,56.7,,,,,
FF,2025-06-29,96.0,-1.84,5.72,"Finnegan, Kyle",518595,640448,field_out,hit_into_play,,,,,13.0,"Travis d'Arnaud grounds out, shortstop CJ Abrams to first baseman Nathaniel Lowe.",R,R,R,LAA,WSH,X,6.0,ground_ball,2,1,2025,-1.0,1.24,-1.15,2.37,,666176.0,,1,11,Bot,105.85,149.61,,,,,4.100012807652449,-139.6251788227954,-6.08249587006612,-13.973875778694072,32.649307413472826,-14.805786770883511,3.5,1.59,31.0,81.6,-2.0,96.3,2192.0,6.6,777305,686452,663993,642708,691781,682928,695578,696285,695734,53.94,0.163,0.145,0.0,1.0,0.0,0.0,2.0,93,4,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,210.0,-0.03,-0.281,68.5,7.1,0.182,0.281,88.0,-3,-3,0.046,0.046,33,36,34,36,1,4,4.0,4.0,,,1.25,1.0,1.0,54.2,3.871841102617323,4.665250306055991,40.481085503611446,22.216180992103386,26.99656734252276
SL,2025-06-29,82.3,-2.36,5.7,"Finnegan, Kyle",518595,640448,,ball,,,,,12.0,"Travis d'Arnaud grounds out, shortstop CJ Abrams to first baseman Nathaniel Lowe.",R,R,R,LAA,WSH,B,,,1,1,2025,0.15,-0.05,0.19,4.15,,666176.0,,1,11,Bot,,,,,,,5.519012927449522,-119.67243105181916,3.1722490115533954,0.2938276543040549,24.20850171779288,-33.53626273411744,3.48,1.55,,,,82.4,2069.0,6.5,777305,686452,663993,642708,691781,682928,695578,696285,695734,54.02,,,,,,,,93,3,Slider,4,7,4,7,7,4,4,7,Standard,Standard,56.0,0.0,0.038,,,,-0.038,,-3,-3,0.046,0.046,33,36,34,36,1,4,4.0,4.0,,,3.43,-0.15,-0.15,53.9,,,,,
FF,2025-06-29,96.4,-1.88,5.77,"Finnegan, Kyle",518595,640448,,foul,,,,,2.0,"Travis d'Arnaud grounds out, shortstop CJ Abrams to first baseman Nathaniel Lowe.",R,R,R,LAA,WSH,S,,,1,0,2025,-0.89,1.41,-0.03,2.99,,666176.0,,1,11,Bot,,,,,,,6.962163975570196,-140.14326195387832,-4.980111257832101,-13.33267686948294,34.646645676977705,-12.71213543462308,3.5,1.59,214.0,82.1,65.0,96.4,2179.0,6.5,777305,686452,663993,642708,691781,682928,695578,696285,695734,53.97,,,,,,,,93,2,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,210.0,0.0,-0.043,73.8,7.8,,0.043,88.0,-3,-3,0.046,0.046,33,36,34,36,1,4,4.0,4.0,,,1.07,0.89,0.89,54.6,16.710729167115794,1.157068254599855,31.678656693055853,34.76135259853318,30.28343359606358
FF,2025-06-29,97.0,-1.78,5.82,"Finnegan, Kyle",518595,640448,,ball,,,,,14.0,"Travis d'Arnaud grounds out, shortstop CJ Abrams to first baseman Nathaniel Lowe.",R,R,R,LAA,WSH,B,,,0,0,2025,-1.05,1.22,1.49,2.09,,666176.0,,1,11,Bot,,,,,,,11.1887718162657,-140.69622127524516,-7.193983350652914,-16.589806432014782,33.4080203057103,-14.38631407388173,3.42,1.49,,,,97.0,2171.0,6.6,777305,686452,663993,642708,691781,682928,695578,696285,695734,53.92,,,,,,,,93,1,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,210.0,0.0,0.027,,,,-0.027,,-3,-3,0.046,0.046,33,36,34,36,1,4,4.0,4.0,,,1.22,1.05,1.05,54.7,,,,,
FF,2025-06-29,96.3,-1.81,5.83,"Finnegan, Kyle",681351,640448,strikeout,foul_tip,,,,,4.0,Logan O'Hoppe strikes out on a foul tip.,R,R,R,LAA,WSH,S,2.0,,1,2,2025,-1.02,1.26,-0.37,2.71,,666176.0,,0,11,Bot,,,,,,,6.152072874474869,-139.97874669655795,-5.5661887197321365,-14.746427524700676,31.974073690813658,-14.486880653873753,3.45,1.62,,,,96.5,2131.0,6.5,777305,686452,663993,642708,691781,682928,695578,696285,695734,54.03,,0.0,0.0,1.0,0.0,0.0,,92,4,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,215.0,-0.043,-0.238,73.6,6.8,,0.238,,-3,-3,0.089,0.089,33,25,34,25,1,4,4.0,1.0,,,1.2,1.02,1.02,54.6,6.193265055808255,10.787731818568169,36.00023005796458,33.29701466643018,22.932459449844583
FF,2025-06-29,95.7,-1.72,5.85,"Finnegan, Kyle",681351,640448,,foul_tip,,,,,2.0,Logan O'Hoppe strikes out on a foul tip.,R,R,R,LAA,WSH,S,,,1,1,2025,-0.91,1.37,-0.25,3.23,,666176.0,,0,11,Bot,,,,,,,5.950268412586391,-139.24900910370096,-4.364453064191234,-13.175707437056683,32.938681814802294,-13.619761239719574,3.45,1.62,,,,95.8,2111.0,6.5,777305,686452,663993,642708,691781,682928,695578,696285,695734,54.03,,,,,,,,92,3,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,214.0,0.0,-0.072,76.8,7.7,,0.072,,-3,-3,0.089,0.089,33,25,34,25,1,4,4.0,1.0,,,1.13,0.91,0.91,54.3,15.403165137812348,-6.305165321019557,28.058037092189483,35.476434412564004,30.34547475467961
FF,2025-06-29,96.7,-1.85,5.82,"Finnegan, Kyle",681351,640448,,ball,,,,,3.0,Logan O'Hoppe strikes out on a foul tip.,R,R,R,LAA,WSH,B,,,0,1,2025,-0.86,1.26,0.8,3.11,,666176.0,,0,11,Bot,,,,,,,9.074932709039336,-140.5283796171637,-4.540908837098127,-13.549036919714672,33.68971529152523,-14.59798061041636,3.4,1.53,,,,96.9,2177.0,6.6,777305,686452,663993,642708,691781,682928,695578,696285,695734,53.91,,,,,,,,92,2,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,209.0,0.0,0.036,,,,-0.036,,-3,-3,0.089,0.089,33,25,34,25,1,4,4.0,1.0,,,1.19,0.86,0.86,55.4,,,,,
FF,2025-06-29,95.1,-1.84,5.81,"Finnegan, Kyle",681351,640448,,called_strike,,,,,9.0,Logan O'Hoppe strikes out on a foul tip.,R,R,R,LAA,WSH,S,,,0,0,2025,-0.77,1.34,0.45,1.79,,666176.0,,0,11,Bot,,,,,,,7.761100609672804,-138.10098677271938,-7.886737947778282,-11.586250215528104,32.491967424976,-13.379591580379758,3.37,1.57,,,,95.3,2130.0,6.7,777305,686452,663993,642708,691781,682928,695578,696285,695734,53.83,,,,,,,,92,1,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,209.0,0.0,-0.035,,,,0.035,,-3,-3,0.089,0.089,33,25,34,25,1,4,4.0,1.0,,,1.2,0.77,0.77,54.8,,,,,
CH,2025-06-29,85.5,-2.91,5.58,"Brogdon, Connor",663993,641401,field_out,hit_into_play,,,,,8.0,Nathaniel Lowe lines out to right fielder LaMonte Wade Jr.,R,L,R,LAA,WSH,X,9.0,line_drive,2,1,2025,-1.64,0.39,-0.1,1.89,,695578.0,642708.0,2,11,Top,204.75,99.01,,,,,10.021984272961038,-124.04096377259457,-3.127337459193541,-19.03008535255492,26.695341136669445,-27.702846183302405,3.44,1.51,313.0,90.5,25.0,85.9,2203.0,6.9,777305,681351,694384,695681,650859,687263,621493,666176,664774,53.63,0.117,0.145,0.0,1.0,0.0,0.0,3.0,91,4,Changeup,4,7,7,4,7,4,7,4,Standard,Standard,249.0,-0.001,-0.305,81.1,8.2,0.229,0.305,90.5,-3,3,0.09,0.91,30,29,30,30,2,5,2.0,1.0,,,2.77,1.64,-1.64,27.9,20.493401112179427,-19.596615017522183,37.00553594070164,38.21509511532039,43.1746699297473
