pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2025-06-29,90.7,-2.51,5.52,"Thornton, Trent",543760,663423,field_out,hit_into_play,,,,,6.0,Marcus Semien pops out to shortstop J.P. Crawford.,R,R,R,TEX,SEA,X,6.0,popup,0,1,2025,0.37,0.49,0.48,2.86,,,,2,12,Bot,111.91,155.26,,,,,6.693772480931684,-132.06532224362624,-1.841621787512275,3.102547929892686,25.149059917457624,-26.19199649590749,3.42,1.66,129.0,87.6,67.0,91.3,,6.4,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.09,0.009,0.011,0.0,1.0,0.0,0.0,3.0,102,2,Cutter,4,6,4,6,6,4,4,6,Strategic,Standard,,-0.014,-0.215,69.2,7.8,0.014,0.215,88.0,-2,-2,0.014,0.014,31,34,32,35,1,5,3.0,1.0,,,2.25,-0.37,-0.37,44.2,18.430857749208226,-9.11374661446134,30.25313891865384,37.41524762194722,34.78618960323517
FF,2025-06-29,95.1,-2.31,5.59,"Thornton, Trent",543760,663423,,foul,,,,,6.0,Marcus Semien pops out to shortstop J.P. Crawford.,R,R,R,TEX,SEA,S,,,0,0,2025,-0.07,1.02,0.49,2.81,,,,2,12,Bot,,,,,,,7.513173861701267,-138.27811440672076,-3.9189106686586697,-2.60888255783921,31.24045966274306,-18.449369638089365,3.42,1.66,104.0,77.8,21.0,95.1,,6.4,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.13,,,,,,,,102,1,4-Seam Fastball,4,6,4,6,6,4,4,6,Strategic,Standard,,0.0,-0.041,65.3,7.0,,0.041,88.0,-2,-2,0.014,0.014,31,34,32,35,1,5,3.0,1.0,,,1.51,0.07,0.07,46.9,4.683705521211111,19.88805718799622,33.092358831247985,39.17689423288565,21.72516590929003
CU,2025-06-29,81.7,-2.32,5.74,"Thornton, Trent",608369,663423,sac_fly,hit_into_play,,,,,8.0,Corey Seager out on a sacrifice fly to left fielder Randy Arozarena. Kyle Higashioka scores.,R,L,R,TEX,SEA,X,7.0,fly_ball,1,1,2025,0.73,-1.25,0.17,1.74,543309.0,,,1,12,Bot,73.79,78.14,,,,,4.172997300069384,-118.81082559727358,0.0580027429147862,5.91814737586561,25.887153574858186,-44.122073555046754,3.53,1.53,325.0,99.7,40.0,81.0,,6.1,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.37,0.154,0.3,0.0,1.0,0.0,0.0,3.0,101,3,Curveball,3,6,3,6,6,4,4,6,Infield shade,Standard,,-0.037,-0.088,73.4,6.6,0.565,0.088,99.7,-3,-3,0.051,0.051,31,31,32,31,1,5,3.0,1.0,,,4.7,-0.73,0.73,50.2,8.111552419080757,1.6465667644732616,40.68165897960385,34.999894653739965,34.85859062170436
FC,2025-06-29,91.3,-2.55,5.39,"Thornton, Trent",608369,663423,,ball,,,,,12.0,Corey Seager out on a sacrifice fly to left fielder Randy Arozarena. Kyle Higashioka scores.,R,L,R,TEX,SEA,B,,,0,1,2025,0.25,0.44,1.26,2.62,543309.0,,,1,12,Bot,,,,,,,9.009625665377378,-132.75421237451664,-2.033455883706374,1.027212472570072,28.0878069909418,-26.681330628465616,3.34,1.36,,,,91.0,,6.1,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.38,,,,,,,,101,2,Cutter,3,6,3,6,6,3,3,6,Infield shade,Standard,,0.0,0.025,,,,-0.025,,-3,-3,0.051,0.051,31,31,32,31,1,5,3.0,1.0,,,2.29,-0.25,0.25,40.6,,,,,
ST,2025-06-29,81.8,-2.88,5.25,"Thornton, Trent",608369,663423,,swinging_strike,,,,,11.0,Corey Seager out on a sacrifice fly to left fielder Randy Arozarena. Kyle Higashioka scores.,R,L,R,TEX,SEA,S,,,0,0,2025,1.41,-0.1,-0.85,2.69,543309.0,,,1,12,Bot,,,,,,,1.8607478586454087,-118.99521953809156,1.09067501100556,12.808983020329594,25.9205918552238,-33.57514530816705,3.53,1.53,,,,81.3,,6.3,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.23,,,,,,,,101,1,Sweeper,3,6,3,6,6,3,3,6,Infield shade,Standard,,0.0,-0.049,67.7,5.8,,0.049,,-3,-3,0.051,0.051,31,31,32,31,1,5,3.0,1.0,,,3.54,-1.41,1.41,34.3,-0.4217423256975323,30.127731582053936,34.354350639584815,45.91905342267348,10.14690780248119
FF,2025-06-29,94.5,-2.34,5.6,"Thornton, Trent",669701,663423,field_out,hit_into_play,,,,,2.0,"Josh Smith grounds out, shortstop J.P. Crawford to first baseman Donovan Solano. Kyle Higashioka to 3rd.",R,L,R,TEX,SEA,X,6.0,ground_ball,2,2,2025,0.02,1.22,-0.03,3.1,,543309.0,,0,12,Bot,111.91,152.22,,,,,5.974183900253111,-137.45710918455728,-3.53191654642976,-1.1365098432092695,30.579067654190027,-16.131572886967522,3.16,1.43,13.0,82.3,-13.0,94.4,,6.3,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.22,0.089,0.091,0.0,1.0,0.0,0.0,2.0,100,6,4-Seam Fastball,3,6,3,6,6,3,3,6,Standard,Standard,,-0.038,-0.176,62.6,5.4,0.1,0.176,88.0,-3,-3,0.089,0.089,31,27,32,28,1,5,3.0,1.0,,,1.34,-0.02,0.02,45.4,-4.940406173625487,21.85813796480822,27.78108892225007,37.85528426050829,21.245985535647776
CU,2025-06-29,81.0,-2.28,5.56,"Thornton, Trent",669701,663423,,foul,,,,,14.0,"Josh Smith grounds out, shortstop J.P. Crawford to first baseman Donovan Solano. Kyle Higashioka to 3rd.",R,L,R,TEX,SEA,S,,,2,2,2025,0.9,-0.92,0.47,1.13,,543309.0,,0,12,Bot,,,,,,,4.420570973798705,-117.82393718488818,-1.3990117044372383,7.302023628955851,25.59582420665925,-40.62005675895877,3.16,1.43,1.0,62.8,-36.0,80.5,,6.3,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.23,,,,,,,,100,5,Curveball,3,6,3,6,6,3,3,6,Standard,Standard,,0.0,0.0,71.1,6.5,,0.0,88.0,-3,-3,0.089,0.089,31,27,32,28,1,5,3.0,1.0,,,4.44,-0.9,0.9,47.3,-4.925984225022046,13.89121564747638,51.59147450073367,32.03922344979575,21.73545123095765
FC,2025-06-29,89.5,-2.51,5.47,"Thornton, Trent",669701,663423,,blocked_ball,,,,,14.0,"Josh Smith grounds out, shortstop J.P. Crawford to first baseman Donovan Solano. Kyle Higashioka to 3rd.",R,L,R,TEX,SEA,B,,,1,2,2025,0.46,0.01,1.41,0.49,,543309.0,,0,12,Bot,,,,,,,8.693231261924034,-129.9776511604582,-6.283917768803156,3.4328753847259588,26.80524027205364,-30.931636257623104,3.16,1.48,,,,89.6,,6.4,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.09,,,,,,,,100,4,Cutter,3,6,3,6,6,3,3,6,Standard,Standard,,0.0,0.053,,,,-0.053,,-3,-3,0.089,0.089,31,27,32,28,1,5,3.0,1.0,,,2.84,-0.46,0.46,40.8,,,,,
CU,2025-06-29,81.0,-2.55,5.68,"Thornton, Trent",669701,663423,,called_strike,,,,,2.0,"Josh Smith grounds out, shortstop J.P. Crawford to first baseman Donovan Solano. Kyle Higashioka to 3rd.",R,L,R,TEX,SEA,S,,,1,1,2025,1.04,-1.34,-0.14,2.84,,543309.0,,0,12,Bot,,,,,,,3.3956684625402502,-117.8630624009809,2.9137253782503656,8.876472954635137,24.89408500049376,-45.43014886834544,3.16,1.36,,,,80.3,,6.1,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.4,,,,,,,,100,3,Curveball,3,6,3,6,6,3,3,6,Standard,Standard,,0.0,-0.072,,,,0.072,,-3,-3,0.089,0.089,31,27,32,28,1,5,3.0,1.0,,,4.85,-1.04,1.04,50.7,,,,,
FC,2025-06-29,91.2,-2.71,5.39,"Thornton, Trent",669701,663423,,ball,,,,,12.0,"Josh Smith grounds out, shortstop J.P. Crawford to first baseman Donovan Solano. Kyle Higashioka to 3rd.",R,L,R,TEX,SEA,B,,,0,1,2025,0.46,0.38,1.34,2.56,,543309.0,,0,12,Bot,,,,,,,9.221472371408009,-132.56108377288027,-2.041959813329997,3.4553936252234183,27.960196987990827,-27.50423047325446,3.12,1.29,,,,91.5,,6.5,777302,641598,456781,702284,810938,641487,668227,677594,670042,54.0,,,,,,,,100,2,Cutter,3,6,3,6,6,3,3,6,Standard,Standard,,0.0,0.036,,,,-0.036,,-3,-3,0.089,0.089,31,27,32,28,1,5,3.0,1.0,,,2.37,-0.46,0.46,40.9,,,,,
